scientificName,japaneseName,order,family
Eviota prasina,Nan-yomidorihaze,Gobiiformes,Gobiidae
Gladiogobius brevispinis,Togenagahaze,Gobiiformes,Gobiidae
Bathygobius panayensis,Bozukumohaze,Gobiiformes,Gobiidae
Callogobius shunkan,Shunkanhaze,Gobiiformes,Gobiidae
Obliquogobius cirrifer,Itochihirohaze,Gobiiformes,Gobiidae
Eviota flebilis,Shizukuisohaze,Gobiiformes,Gobiidae
Eviota infulata,Sumitsukiisohaze,Gobiiformes,Gobiidae
Valenciennea strigata,Akahachihaze,Gobiiformes,Gobiidae
Tomiyamichthys alleni,Himeonihaze,Gobiiformes,Gobiidae
Trimma halonevum,Shiriusubenihaze,Gobiiformes,Gobiidae
Pleurosicya fringilla,Hashibutomitakehaze,Gobiiformes,Gobiidae
Eviota oculineata,Nisekurosujiisohaze,Gobiiformes,Gobiidae
Egglestonichthys fulmen,Raiteihaze,Gobiiformes,Gobiidae
Cryptocentrus cinctus,Gingahaze,Gobiiformes,Gobiidae
Phoxacromion kaneharai,Matsuribihaze,Gobiiformes,Gobiidae
Eviota masudai,Akaisohaze,Gobiiformes,Gobiidae
Valenciennea parva,Himekuroitohaze,Gobiiformes,Gobiidae
Valenciennea sexguttata,Mizutamahaze,Gobiiformes,Gobiidae
Callogobius sclateri,Futasujihaze,Gobiiformes,Gobiidae
Acentrogobius virgatulus,Sujihaze,Gobiiformes,Gobiidae
Koumansetta hectori,Kinsenhaze,Gobiiformes,Gobiidae
Priolepis inhaca,Amimebenkeihaze,Gobiiformes,Gobiidae
Gobiodon aoyagii,Akatenkobanhaze,Gobiiformes,Gobiidae
Trimma yanoi,Hoteibenihaze,Gobiiformes,Gobiidae
Valenciennea helsdingenii,Kuroitohaze,Gobiiformes,Gobiidae
Ctenogobiops aurocingulus,Obishinobihaze,Gobiiformes,Gobiidae
Exyrias akihito,Itohikiinkohaze,Gobiiformes,Gobiidae
Ctenogobiops maculosus,Hohosujishinobihaze,Gobiiformes,Gobiidae
Navigobius asayake,Asayakekaguyahaze,Gobiiformes,Gobiidae
Trimma emeryi,Urokobenihaze,Gobiiformes,Gobiidae
Bryaninops erythrops,Irowakegarasuhaze,Gobiiformes,Gobiidae
Acentrogobius caninus,Hokurohaze,Gobiiformes,Gobiidae
Hazeus profusus,Monroyukatahaze,Gobiiformes,Gobiidae
Parioglossus formosus,Yosujihaze,Gobiiformes,Gobiidae
Bryaninops nexus,Hitomishirihaze,Gobiiformes,Gobiidae
Cryptocentrus cyanospilotus,Hoshizorahaze,Gobiiformes,Gobiidae
Gobiodon rivulatus,Tasujikobanhaze,Gobiiformes,Gobiidae
Discordipinna griessingeri,Homurahaze,Gobiiformes,Gobiidae
Eviota nebulosa,,Gobiiformes,Gobiidae
Priolepis semidoliata,Irezumihaze,Gobiiformes,Gobiidae
Priolepis duostella,Hosekiirezumihaze,Gobiiformes,Gobiidae
Tomiyamichthys emilyae,Hotatetsunohaze,Gobiiformes,Gobiidae
Pleurosicya mossambica,Seboshiumitakehaze,Gobiiformes,Gobiidae
Ptereleotris zebra,Zeburahaze,Gobiiformes,Gobiidae
Trimma marinae,Kasurimoyobenihaze,Gobiiformes,Gobiidae
Glossogobius bicirrhosus,Agohigehaze,Gobiiformes,Gobiidae
Gobiodon spadix,Akanekobanhaze,Gobiiformes,Gobiidae
Gobiodon brochus,Tarekuchikobanhaze,Gobiiformes,Gobiidae
Fusigobius signipinnis,Hirefurisankakuhaze,Gobiiformes,Gobiidae
Feia nympha,Konayukihaze,Gobiiformes,Gobiidae
Glossogobius aureus,Konjikihaze,Gobiiformes,Gobiidae
Gobitrichinotus radiocularis,Naminokohaze,Gobiiformes,Gobiidae
Pleurosicya bilobata,Umishobuhaze,Gobiiformes,Gobiidae
Plectrogenium rubricauda,Himekichiji,Perciformes,Plectrogeniidae
Ctenogobiops tangaroai,Hatatateshinobihaze,Gobiiformes,Gobiidae
Plectrogenium kanayamai,Paraohimekichiji,Perciformes,Plectrogeniidae
Plectrogenium kamoharai,Yoroihimekichiji,Perciformes,Plectrogeniidae
Trimma macrophthalmum,Omehaze,Gobiiformes,Gobiidae
Bembradium roseum,Barahaigochi,Perciformes,Plectrogeniidae
Istigobius ornatus,Kazarihaze,Gobiiformes,Gobiidae
Niphon spinosus,Ara,Perciformes,Niphonidae
Valenciennea wardii,Sasahaze,Gobiiformes,Gobiidae
Tomiyamichthys smithi,Onitsunohaze,Gobiiformes,Gobiidae
Ancistrogobius yoshigoui,Itokakehokagihaze,Gobiiformes,Gobiidae
Mahidolia mystacina,Kasurihaze,Gobiiformes,Gobiidae
Glossogobius olivaceus,Urohaze,Gobiiformes,Gobiidae
Trimma hayashii,Erihoshibenihaze,Gobiiformes,Gobiidae
Grallenia arenicola,Sazarehaze,Gobiiformes,Gobiidae
Obliquogobius yamadai,Kiobichihirohaze,Gobiiformes,Gobiidae
